date,borough,complaints_total,unique_complaints,topk_ABANDONED_VEHICLE_cnt,topk_BLOCKED_DRIVEWAY_cnt,topk_HEAT_HOT_WATER_cnt,topk_ILLEGAL_PARKING_cnt,topk_NOISE___RESIDENTIAL_cnt,topk_NOISE___STREET_SIDEWALK_cnt,topk_OTHER_cnt,topk_STREET_CONDITION_cnt,topk_UNSANITARY_CONDITION_cnt,temp_mean,temp_max,temp_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_mean,wind_gust_mean,cloud_cover_mean,census_income_borough_median,census_population_borough_sum,airbnb_listing_count,airbnb_price_mean,airbnb_price_median,airbnb_rating_mean,airbnb_total_reviews,airbnb_entire_home_pct,airbnb_per_1000_people_borough,day_of_week,is_weekend,month,temp_mean_lag1,temp_mean_ma7,precipitation_sum_lag1,precipitation_sum_ma7,complaints_total_ma7,log_complaints_total,event_day
2024-03-20,MANHATTAN,2068,2068,9,11,194,238,176,41,1285,35,79,5.866666666666667,11.9,0.4,2.8,2.8,0.0,15.425,28.254166666666663,59.5,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,2,0,3,3.545833333333333,8.949404761904761,0.5,0.6571428571428571,1924.4285714285716,7.634820677745543,0
2024-03-21,MANHATTAN,1994,1994,6,8,304,218,143,32,1143,47,93,0.6916666666666668,5.6,-3.7,0.0,0.0,0.0,19.2125,34.74166666666667,16.333333333333332,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,3,0,3,5.866666666666667,7.372619047619048,2.8,0.6571428571428571,1904.142857142857,7.598399329323964,0
2024-03-22,MANHATTAN,1861,1861,11,14,233,204,152,54,1084,27,82,1.1166666666666667,5.7,-5.2,0.0,0.0,0.0,10.404166666666669,21.33333333333333,35.625,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,4,0,3,0.6916666666666668,5.411309523809524,0.0,0.5428571428571428,1884.7142857142856,7.529406457837013,0
2024-03-23,MANHATTAN,1419,1419,4,7,183,107,163,60,833,20,42,5.6125,10.0,0.3,63.6,63.6,0.0,18.525,32.704166666666666,93.41666666666669,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,5,1,3,1.1166666666666667,4.882738095238095,0.0,9.614285714285714,1844.142857142857,7.258412150595307,0
2024-03-24,MANHATTAN,1764,1764,4,16,238,178,220,123,921,29,35,2.6416666666666666,8.6,-2.4,0.0,0.0,0.0,18.425,34.27916666666667,0.0416666666666666,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,6,1,3,5.6125,3.7005952380952394,63.6,9.55714285714286,1877.0,7.475905969367397,0
2024-03-25,MANHATTAN,2055,2055,11,9,221,222,149,65,1232,47,99,4.158333333333333,10.2,-1.5,0.0,0.0,0.0,15.329166666666666,27.495833333333334,0.0,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,0,0,3,2.6416666666666666,3.376190476190476,0.0,9.55714285714286,1923.0,7.628517626575055,0
2024-03-26,MANHATTAN,1915,1915,16,5,206,190,103,60,1176,72,87,5.7125,9.9,0.1,0.0,0.0,0.0,12.433333333333332,23.67083333333333,78.45833333333333,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,1,0,3,4.158333333333333,3.685714285714286,0.0,9.485714285714286,1868.0,7.557994958530806,0
2024-03-27,MANHATTAN,1808,1808,7,9,186,242,155,66,1046,46,51,7.529166666666666,10.9,4.8,1.0,1.0,0.0,4.795833333333333,11.804166666666667,99.875,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,2,0,3,5.7125,3.923214285714285,0.0,9.228571428571428,1830.857142857143,7.500529485395295,0
2024-03-28,MANHATTAN,1559,1559,10,8,165,160,120,42,961,37,56,8.375,10.7,5.5,21.4,21.4,0.0,10.670833333333334,19.42083333333333,100.0,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,3,0,3,7.529166666666666,5.020833333333333,1.0,12.285714285714286,1768.7142857142858,7.352441100243583,0
2024-03-29,MANHATTAN,1749,1749,5,16,163,260,155,73,998,37,42,7.354166666666667,12.6,3.6,0.1,0.1,0.0,25.52083333333333,44.425,42.125,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,4,0,3,8.375,5.911904761904762,21.4,12.3,1752.7142857142858,7.467371066917559,0
2024-03-30,MANHATTAN,1601,1601,6,19,147,140,245,126,862,26,30,8.325000000000001,14.6,2.4,0.1,0.1,0.0,18.65833333333333,33.9,77.08333333333333,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,5,1,3,7.354166666666667,6.2994047619047615,0.1,3.228571428571428,1778.7142857142858,7.379008127628304,0
2024-03-31,MANHATTAN,1588,1588,2,13,101,183,257,165,819,20,28,10.379166666666666,16.2,4.5,0.2,0.2,0.0,13.366666666666667,24.6875,72.45833333333333,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,6,1,3,8.325000000000001,7.404761904761905,0.1,3.2571428571428567,1753.571428571429,7.370860166536716,1
2024-04-01,MANHATTAN,2017,2017,7,3,162,276,140,99,1193,58,79,8.554166666666667,12.6,5.5,3.3,3.3,0.0,6.3875,12.9625,91.91666666666669,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,0,0,4,10.379166666666666,8.032738095238095,0.2,3.728571428571428,1748.142857142857,7.609862200913554,0
2024-04-02,MANHATTAN,1664,1664,10,18,154,169,153,65,979,42,74,7.225,8.4,6.2,19.0,19.0,0.0,13.904166666666669,23.616666666666664,99.75,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,1,0,4,8.554166666666667,8.248809523809523,3.3,6.442857142857142,1712.2857142857142,7.417580402414544,0
2024-04-03,MANHATTAN,1848,1848,11,13,217,146,120,43,1158,50,90,5.6875,6.9,4.4,28.5,28.5,0.0,28.67083333333333,49.2875,100.0,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,2,0,4,7.225,7.985714285714287,19.0,10.37142857142857,1718.0,7.522400231387125,0
2024-04-04,MANHATTAN,2095,2095,12,14,173,258,139,94,1275,57,73,5.575,9.2,2.2,6.2,6.2,0.0,18.266666666666666,34.375,92.04166666666669,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,3,0,4,5.6875,7.585714285714287,28.5,8.2,1794.571428571429,7.647786045440933,0
2024-04-05,MANHATTAN,2126,2126,10,10,176,218,183,92,1314,58,65,5.479166666666667,9.6,1.6,0.0,0.0,0.0,18.854166666666668,33.175000000000004,51.5,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,4,0,4,5.575,7.317857142857143,6.2,8.185714285714285,1848.4285714285716,7.662467815200237,0
2024-04-06,MANHATTAN,1783,1783,5,8,134,171,269,115,1011,34,36,6.883333333333333,11.5,3.1,0.2,0.2,0.0,18.975,33.362500000000004,74.45833333333333,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,5,1,4,5.479166666666667,7.111904761904762,0.0,8.2,1874.4285714285716,7.486613313139955,0
2024-04-07,MANHATTAN,1704,1704,4,16,132,152,225,103,987,43,42,7.125,14.3,1.5,0.1,0.1,0.0,14.483333333333334,25.541666666666668,34.208333333333336,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,6,1,4,6.883333333333333,6.64702380952381,0.2,8.185714285714287,1891.0,7.4413203897176174,0
2024-04-08,MANHATTAN,2008,2008,4,13,106,224,142,112,1274,70,63,9.058333333333334,18.0,0.9,1.0,1.0,0.0,8.137500000000001,15.6875,60.208333333333336,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,0,0,4,7.125,6.719047619047619,0.1,7.857142857142857,1889.7142857142856,7.605392364814934,0
2024-04-09,MANHATTAN,2166,2166,14,10,86,236,123,188,1357,65,87,14.320833333333333,24.0,4.9,0.0,0.0,0.0,8.779166666666667,17.349999999999998,81.20833333333333,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,1,0,4,9.058333333333334,7.732738095238095,1.0,5.142857142857143,1961.4285714285716,7.681099001536359,0
2024-04-10,MANHATTAN,2026,2026,14,16,85,203,135,128,1334,54,57,12.1125,15.9,8.2,0.6,0.6,0.0,9.970833333333331,19.120833333333334,92.375,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,2,0,4,14.320833333333333,8.650595238095239,0.0,1.157142857142857,1986.857142857143,7.614312146452,0
2024-04-11,MANHATTAN,1467,1467,9,10,0,225,134,64,970,55,0,12.595833333333331,17.1,9.3,6.6,6.6,0.0,17.741666666666667,31.84166666666667,100.0,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,3,0,4,12.1125,9.653571428571428,0.6,1.2142857142857142,1897.142857142857,7.291656209174461,0
2024-04-12,MANHATTAN,1553,1553,8,6,0,233,158,105,978,65,0,15.508333333333333,19.6,12.1,14.8,14.8,0.0,28.491666666666664,51.2625,61.25,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,4,0,4,12.595833333333331,11.086309523809522,6.6,3.3285714285714287,1815.2857142857144,7.348587530927593,0
2024-04-13,MANHATTAN,1359,1359,3,7,0,202,223,130,762,32,0,9.491666666666667,11.4,7.7,2.0,2.0,0.0,26.625,44.8125,67.91666666666667,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,5,1,4,15.508333333333333,11.458928571428572,14.8,3.585714285714286,1754.7142857142858,7.215239978730097,0
2024-04-14,MANHATTAN,1579,1579,9,18,0,193,246,149,929,35,0,14.5125,22.2,5.9,0.9,0.9,0.0,18.6625,32.87083333333333,75.5,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,6,1,4,9.491666666666667,12.514285714285716,2.0,3.7,1736.857142857143,7.365180126021013,0
2024-04-15,MANHATTAN,3625,3625,11,16,582,264,152,197,2100,60,243,18.03333333333333,24.8,10.4,0.0,0.0,0.0,13.95,25.929166666666664,25.20833333333333,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,0,0,4,14.5125,13.796428571428573,0.9,3.557142857142857,1967.857142857143,8.195885391314796,0
2024-04-16,MANHATTAN,2326,2326,17,7,96,228,146,150,1561,48,73,14.166666666666666,20.5,6.9,0.0,0.0,0.0,11.166666666666666,20.841666666666665,1.2916666666666667,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,1,0,4,18.03333333333333,13.774404761904762,0.0,3.557142857142857,1990.7142857142856,7.752335163302292,0
2024-04-17,MANHATTAN,2152,2152,9,16,109,230,115,104,1444,58,67,10.6375,15.6,7.4,3.3,3.3,0.0,13.545833333333334,24.116666666666664,77.58333333333333,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,2,0,4,14.166666666666666,13.563690476190477,0.0,3.942857142857143,2008.7142857142856,7.674617497364363,0
2024-04-18,MANHATTAN,1966,1966,8,13,225,232,150,95,1096,75,72,8.445833333333333,9.4,5.6,5.9,5.9,0.0,17.875,32.020833333333336,88.25,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,3,0,4,10.6375,12.970833333333331,3.3,3.8428571428571434,2080.0,7.584264818389059,0
2024-04-19,MANHATTAN,2198,2198,9,8,109,267,178,124,1411,37,55,8.695833333333333,13.2,4.1,0.0,0.0,0.0,11.945833333333333,23.1625,79.20833333333333,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,4,0,4,8.445833333333333,11.997619047619043,5.9,1.7285714285714284,2172.1428571428573,7.695757990554761,0
2024-04-20,MANHATTAN,2056,2056,4,10,103,201,310,174,1183,37,34,12.825,20.1,7.1,2.3,2.3,0.0,14.570833333333333,27.35833333333333,53.66666666666666,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,5,1,4,8.695833333333333,12.473809523809525,0.0,1.7714285714285711,2271.714285714286,7.629003889652957,0
2024-04-21,MANHATTAN,1796,1796,2,11,140,171,222,125,1041,52,32,7.579166666666667,12.1,2.1,0.0,0.0,0.0,13.025,24.320833333333336,76.16666666666667,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,6,1,4,12.825,11.483333333333333,2.3,1.6428571428571428,2302.714285714286,7.493873886783559,0
2024-04-22,MANHATTAN,2039,2039,9,10,119,294,126,106,1242,61,72,8.674999999999999,15.0,2.1,0.0,0.0,0.0,11.166666666666666,21.704166666666666,10.666666666666666,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,0,0,4,7.579166666666667,10.146428571428572,0.0,1.6428571428571428,2076.1428571428573,7.620705086838262,0
2024-04-23,MANHATTAN,2220,2220,3,6,132,242,146,108,1465,59,59,9.4375,14.8,2.2,0.0,0.0,0.0,15.516666666666666,27.9875,26.916666666666668,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,1,0,4,8.674999999999999,9.470833333333331,0.0,1.6428571428571428,2061.0,7.7057128238944275,0
2024-04-24,MANHATTAN,2076,2076,8,14,95,318,149,95,1294,43,60,13.520833333333334,21.4,8.6,1.6,1.6,0.0,14.716666666666669,27.6875,51.125,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,2,0,4,9.4375,9.882738095238096,0.0,1.4,2050.1428571428573,7.638679823876112,0
2024-04-25,MANHATTAN,1985,1985,8,8,186,304,171,93,1110,34,71,7.4875,12.3,3.2,0.0,0.0,0.0,12.933333333333335,25.85833333333333,34.208333333333336,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,3,0,4,13.520833333333334,9.745833333333334,1.6,0.5571428571428572,2052.8571428571427,7.593877844605118,0
2024-04-26,MANHATTAN,1960,1960,7,11,139,225,193,119,1185,24,57,7.995833333333334,14.6,1.7,0.0,0.0,0.0,9.670833333333333,19.375,11.5,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,4,0,4,7.4875,9.645833333333332,0.0,0.5571428571428572,2018.857142857143,7.581209826196346,0
2024-04-27,MANHATTAN,1544,1544,10,13,91,180,231,128,856,18,17,9.208333333333334,14.5,3.0,0.3,0.3,0.0,13.475,24.875,95.95833333333331,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,5,1,4,7.995833333333334,9.129166666666666,0.0,0.2714285714285714,1945.7142857142856,7.342779189331845,0
2024-04-28,MANHATTAN,2049,2049,1,13,75,260,305,210,1122,29,34,15.666666666666666,22.8,9.1,0.6000000000000001,0.6000000000000001,0.0,8.866666666666667,18.766666666666666,93.375,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,6,1,4,9.208333333333334,10.284523809523808,0.3,0.3571428571428571,1981.857142857143,7.625595072132453,0
2024-04-29,MANHATTAN,2363,2363,8,16,90,223,217,178,1494,68,69,19.64583333333333,28.3,13.0,3.4000000000000004,3.4000000000000004,0.0,9.025,19.445833333333333,60.833333333333336,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,0,0,4,15.666666666666666,11.851785714285716,0.6000000000000001,0.8428571428571429,2028.142857142857,7.768110378525988,0
2024-04-30,MANHATTAN,2009,2009,12,15,64,225,188,96,1257,66,86,15.379166666666668,22.9,11.2,2.2,2.2,0.0,11.3125,22.85,98.5,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,1,0,4,19.64583333333333,12.700595238095238,3.4000000000000004,1.1571428571428573,1998.0,7.605890001053122,0
2024-05-01,MANHATTAN,2178,2178,5,6,77,248,194,135,1397,50,66,15.383333333333333,24.8,10.4,1.5,1.5,0.0,8.904166666666667,19.641666666666666,58.41666666666666,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,2,0,5,15.379166666666668,12.966666666666669,2.2,1.1428571428571428,2012.571428571429,7.68662133494462,0
2024-05-02,MANHATTAN,2301,2301,11,10,75,287,174,170,1449,57,68,18.60833333333333,27.8,10.2,0.0,0.0,0.0,12.1375,24.183333333333334,43.54166666666666,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,3,0,5,15.383333333333333,14.555357142857142,1.5,1.1428571428571428,2057.714285714286,7.741533589281828,0
2024-05-03,MANHATTAN,2276,2276,6,15,91,300,269,160,1323,50,62,13.295833333333334,17.2,9.8,0.0,0.0,0.0,12.820833333333333,24.9,89.875,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,4,0,5,18.60833333333333,15.3125,0.0,1.1428571428571428,2102.8571428571427,7.7306140660637395,0
2024-05-04,MANHATTAN,2018,2018,13,13,112,224,375,149,1075,19,38,11.5375,16.5,7.8,0.0,0.0,0.0,12.029166666666669,22.391666666666666,92.95833333333331,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,5,1,5,13.295833333333334,15.645238095238096,0.0,1.1,2170.5714285714284,7.610357618312838,0
2024-05-05,MANHATTAN,1483,1483,6,15,175,159,268,89,719,26,26,10.708333333333334,12.1,9.1,8.9,8.9,0.0,15.808333333333332,28.625,99.70833333333331,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,6,1,5,11.5375,14.936904761904762,0.0,2.2857142857142856,2089.714285714286,7.302496423727326,0
2024-05-06,MANHATTAN,2260,2260,8,10,94,289,224,132,1376,55,72,16.941666666666666,22.6,11.9,0.5,0.5,0.0,6.429166666666666,13.05,100.0,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,0,0,5,10.708333333333334,14.550595238095235,8.9,1.871428571428572,2075.0,7.72356247227797,0
2024-05-07,MANHATTAN,2490,2490,11,13,86,313,274,232,1451,54,56,19.20833333333333,26.1,12.2,0.0,0.0,0.0,9.720833333333331,19.775,41.708333333333336,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,1,0,5,16.941666666666666,15.097619047619048,0.5,1.5571428571428574,2143.714285714286,7.820439515262181,0
2024-05-08,MANHATTAN,2218,2218,7,9,51,256,222,169,1395,35,74,22.9875,30.9,15.9,0.0,0.0,0.0,16.429166666666667,29.84583333333333,76.04166666666667,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,2,0,5,19.20833333333333,16.183928571428574,0.0,1.3428571428571432,2149.428571428572,7.704811922932594,0
2024-05-09,MANHATTAN,2042,2042,7,13,46,243,166,147,1317,41,62,17.383333333333333,21.0,14.3,0.0,0.0,0.0,10.9125,20.433333333333334,99.58333333333331,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,3,0,5,22.9875,16.008928571428573,0.0,1.3428571428571432,2112.428571428572,7.622174594817622,0
2024-05-10,MANHATTAN,1862,1862,10,8,111,221,213,56,1160,20,63,10.3875,12.6,9.4,12.9,12.9,0.0,13.7875,25.791666666666668,98.0,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,4,0,5,17.383333333333333,15.59345238095238,0.0,3.1857142857142864,2053.285714285714,7.529943370601589,0
2024-05-11,MANHATTAN,1969,1969,11,22,103,180,373,157,1074,25,24,11.391666666666666,16.5,6.5,0.0,0.0,0.0,12.229166666666666,23.554166666666664,72.125,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,5,1,5,10.3875,15.572619047619046,12.9,3.1857142857142864,2046.2857142857144,7.585788821732034,0
2024-05-12,MANHATTAN,1793,1793,5,6,151,238,308,155,887,19,24,10.475,13.4,8.1,7.6,7.6,0.0,9.2625,17.754166666666666,75.95833333333333,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,6,1,5,11.391666666666666,15.539285714285716,0.0,3.0,2090.5714285714284,7.492203042618741,0
2024-05-13,MANHATTAN,2327,2327,15,5,109,295,226,125,1396,77,79,13.066666666666668,20.0,5.8,0.0,0.0,0.0,11.65,21.979166666666668,38.208333333333336,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,0,0,5,10.475,14.985714285714286,7.6,2.9285714285714284,2100.1428571428573,7.752764808851328,0
2024-05-14,MANHATTAN,2462,2462,11,9,52,263,186,165,1638,54,84,16.400000000000002,22.5,9.4,3.3,3.3,0.0,12.329166666666666,23.066666666666663,92.0,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,1,0,5,13.066666666666668,14.58452380952381,0.0,3.4,2096.1428571428573,7.809135398120538,0
2024-05-15,MANHATTAN,1820,1820,13,17,52,189,168,66,1195,54,66,15.729166666666666,19.8,13.5,6.8,6.8,0.0,15.775,27.85833333333333,97.125,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,2,0,5,16.400000000000002,13.54761904761905,3.3,4.371428571428572,2039.2857142857144,7.507141079727608,0
2024-05-16,MANHATTAN,1866,1866,5,11,68,210,203,100,1167,44,58,16.462500000000002,19.0,14.3,4.7,4.7,0.0,23.09583333333333,39.6625,87.54166666666667,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,3,0,5,15.729166666666666,13.416071428571431,6.8,5.042857142857143,2014.142857142857,7.532088143541722,0
2024-05-17,MANHATTAN,2184,2184,5,17,31,291,240,197,1299,48,56,17.420833333333334,22.6,12.1,0.0,0.0,0.0,10.883333333333333,21.016666666666666,83.625,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,4,0,5,16.462500000000002,14.420833333333336,4.7,3.2,2060.1428571428573,7.68937110752969,0
2024-05-18,MANHATTAN,1942,1942,2,11,24,169,370,216,1081,34,35,16.625,22.8,13.2,2.2,2.2,0.0,7.2875,15.058333333333332,96.375,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,5,1,5,17.420833333333334,15.168452380952385,0.0,3.514285714285714,2056.285714285714,7.57198844937744,0
2024-05-19,MANHATTAN,2042,2042,7,8,30,262,301,222,1150,19,43,16.670833333333334,23.4,12.4,0.2,0.2,0.0,11.3,21.53333333333333,68.91666666666667,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,6,1,5,16.625,16.053571428571427,2.2,2.457142857142857,2091.8571428571427,7.622174594817622,0
2024-05-20,MANHATTAN,2091,2091,13,18,48,236,154,115,1390,31,86,16.404166666666665,23.8,10.7,0.0,0.0,0.0,8.595833333333333,18.25,50.708333333333336,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,0,0,5,16.670833333333334,16.530357142857145,0.2,2.457142857142857,2058.1428571428573,7.645875825184813,0
2024-05-21,MANHATTAN,2107,2107,10,13,30,303,145,140,1333,55,78,19.40833333333333,27.1,12.4,0.0,0.0,0.0,10.041666666666666,19.47083333333333,54.208333333333336,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,1,0,5,16.404166666666665,16.96011904761905,0.0,1.9857142857142855,2007.4285714285716,7.653494909661253,0
2024-05-22,MANHATTAN,2141,2141,14,11,29,255,140,152,1431,47,62,22.0875,28.5,15.8,0.0,0.0,0.0,14.304166666666667,26.008333333333336,41.0,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,2,0,5,19.40833333333333,17.86845238095238,0.0,1.0142857142857145,2053.285714285714,7.669495251007694,0
2024-05-23,MANHATTAN,1952,1952,6,17,14,222,119,131,1339,32,72,22.629166666666663,27.1,19.0,3.0,3.0,0.0,8.825,17.820833333333333,77.54166666666667,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,3,0,5,22.0875,18.749404761904763,0.0,0.7714285714285715,2065.5714285714284,7.577121930876679,0
2024-05-24,MANHATTAN,1999,1999,10,7,20,183,152,202,1330,31,64,22.504166666666663,29.4,15.8,0.0,0.0,0.0,9.5125,17.3,28.791666666666668,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,4,0,5,22.629166666666663,19.475595238095234,3.0,0.7714285714285715,2039.142857142857,7.600902459542082,0
2024-05-25,MANHATTAN,1689,1689,5,3,22,153,232,260,952,19,43,19.579166666666666,26.0,13.9,0.1,0.1,0.0,10.554166666666667,20.866666666666667,62.333333333333336,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,5,1,5,22.504166666666663,19.89761904761905,0.0,0.4714285714285715,2003.0,7.432483807917119,0
2024-05-26,MANHATTAN,1581,1581,6,5,21,151,203,359,791,15,30,20.075,26.0,15.7,0.1,0.1,0.0,9.929166666666667,20.275,77.70833333333333,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,6,1,5,19.579166666666666,20.383928571428573,0.1,0.4571428571428572,1937.142857142857,7.366445148327599,0
2024-05-27,MANHATTAN,1300,1300,6,13,56,137,131,157,725,22,53,19.225,22.5,17.1,34.6,34.6,0.0,15.970833333333331,31.85,100.0,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,0,0,5,20.075,20.78690476190476,0.1,5.4,1824.142857142857,7.170888478512505,1
2024-05-28,MANHATTAN,2178,2178,6,11,47,279,112,132,1446,48,97,21.954166666666666,27.1,16.9,0.0,0.0,0.0,15.191666666666668,27.570833333333336,20.20833333333333,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,1,0,5,19.225,21.15059523809524,34.6,5.4,1834.2857142857144,7.68662133494462,0
2024-05-29,MANHATTAN,2285,2285,13,6,42,270,134,137,1538,56,89,19.01666666666667,25.1,14.0,13.8,13.8,0.0,7.783333333333334,18.04583333333333,35.458333333333336,118161.0,1621398,8033,221.7716917714428,150.0,4.692301638291037,296887,0.6581600896302752,4.954366540479265,2,0,5,21.954166666666666,20.71190476190477,0.0,7.371428571428573,1854.857142857143,7.734558844354756,0
